respid,comtype2,smuse_fb,smuse_yt,smuse_x,smuse_ig,smuse_sc,smuse_tt,smuse_rd,smuse_bsk,smuse_th,smuse_ts,relig,educcat,party,hisp,racethn,agecat,birthplace,gender,adults,inc_sdt1,cregion,metro
18059,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,9,2,2,2,1,1,1,2,2,6,3,1
7042,2,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,12,1,2,2,1,2,1,2,2,5,3,1
18465,1,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,12,2,4,1,3,4,1,1,1,1,3,1
2331,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,3,2,5,1,1,1,1,4,4,1
17756,2,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,2,2,4,2,1,2,2,6,2,1
1290,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2,1,2,2,1,2,1,2,2,8,1,1
17664,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,1,4,1,1,2,5,2,1
16738,2,99.0,1.0,99.0,99.0,99.0,1.0,99.0,99.0,99.0,99.0,12,2,1,2,1,4,1,2,99,1,2,2
17335,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,3,2,1,4,1,1,1,6,4,1
843,3,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,12,3,1,2,1,2,1,2,2,8,4,2
14926,1,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,1,2,1,3,1,1,2,7,3,1
5949,2,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2,1,2,1,3,1,1,1,6,3,1
4250,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5,1,2,2,1,3,1,2,2,8,3,1
14584,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,12,1,2,2,5,1,1,2,3,3,4,1
5102,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,4,1,2,1,4,3,1
17723,2,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,12,1,1,2,1,4,1,1,2,5,3,1
3891,2,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,7,1,3,2,5,2,4,2,3,4,4,1
11884,2,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,9,2,2,2,1,4,1,2,2,4,3,1
5624,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,2,4,1,1,1,4,1,1
14716,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1,1,3,2,1,2,1,2,1,6,3,1
15016,1,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2,1,2,2,1,1,1,2,3,1,1,1
18410,2,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,1,2,1,4,1,1,2,8,3,1
1152,3,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,3,1,2,2,5,3,2
11028,3,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,3,1,2,1,2,1,2,2,6,2,2
16935,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,4,2,1,2,1,1,1,3,1,1
13894,1,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,10,2,4,2,1,1,1,3,2,7,2,1
12784,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,2,2,1,3,4,1,99,8,3,1
8627,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2,2,1,4,1,1,2,4,1,2
17021,1,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1,3,3,1,3,1,1,2,2,1,3,1
18625,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2,1,2,1,3,2,2,1,1,2,1,1
3937,3,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,2,1,2,1,2,1,2,1,6,4,1
9744,3,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,3,2,1,4,1,1,2,4,3,1
9229,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,12,2,2,2,1,4,1,1,2,5,2,1
4811,3,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,12,3,3,2,1,4,1,2,2,5,2,1
7520,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,12,1,3,1,3,2,1,2,2,3,1,1
6763,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,2,2,2,4,4,1,2,5,3,2
18078,2,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,3,2,2,1,4,1,1,2,6,1,1
3278,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6,2,2,2,99,3,1,1,1,1,3,1
2861,3,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,2,2,1,4,1,1,2,3,3,1
17272,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,3,1,1,3,7,1,1
5954,3,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,10,1,2,2,1,2,1,2,1,3,3,1
3578,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11,1,2,2,99,4,1,1,2,4,2,1
6662,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,4,1,1,2,4,3,2
11757,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,4,2,1,2,1,2,4,1,1,1
13633,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,2,1,1,2,8,2,1
4500,1,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,1,1,3,4,1,2,2,6,3,1
15560,3,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1,3,3,2,2,3,1,2,1,1,1,1
6988,3,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,3,1,2,1,4,1,1,1,1,1,1
14262,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,2,2,1,4,1,1,2,6,4,1
6726,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5,1,4,2,1,1,1,1,1,3,2,1
1488,2,2.0,2.0,2.0,2.0,2.0,2.0,99.0,2.0,99.0,2.0,2,3,1,2,1,4,1,1,2,7,1,1
5798,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,12,2,3,2,1,1,1,2,2,1,1,1
1819,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,2,2,2,2,1,2,2,5,3,1
17572,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,99,1,4,2,4,2,1,1,99,3,2,1
12462,1,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,10,2,2,1,3,1,1,2,3,5,3,1
4032,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,2,1,3,1,2,2,8,3,2
10517,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,3,2,1,4,1,1,2,5,2,1
15361,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,4,1,2,3,5,3,1
14453,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,3,1,1,1,5,1,2
4685,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,12,2,2,2,1,2,1,2,2,8,1,1
10753,2,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,3,1,2,2,2,1,2,1,1,3,1
1757,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2,2,1,4,1,1,2,2,2,1
12921,1,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,10,1,3,2,4,2,1,3,2,8,2,1
9104,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,2,2,1,2,1,2,2,8,4,1
17490,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,4,1,1,2,7,3,1
1248,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11,3,2,2,2,4,1,2,99,1,2,1
3270,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,1,2,1,4,1,1,2,8,1,1
13820,3,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,3,1,1,2,4,3,2
15993,2,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,10,1,2,2,1,2,1,2,2,8,4,1
14764,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,3,1,2,3,1,1,1
15600,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,99,1,4,1,2,2,3,2,1
7955,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,4,1,1,2,4,2,1
12619,1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1,2,2,1,1,1,1,1,8,2,1
13612,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,2,2,1,2,1,1,2,7,1,1
3946,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,1,2,1,4,1,2,3,8,4,1
18608,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,1,1,2,1,3,1,2,2,8,3,1
1283,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,4,1,3,2,1,2,2,4,4,1
3734,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,2,4,1,2,2,4,3,1
17474,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,4,1,2,2,3,4,1
662,3,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,2,1,2,1,2,1,2,2,6,2,1
8112,3,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4,1,3,2,1,3,1,1,2,8,1,1
8226,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,4,1,1,1,4,3,1
9027,1,1.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2,3,2,1,3,4,4,2,3,3,4,1
1995,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,2,1,2,3,6,3,2
10203,2,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,2,2,1,4,1,2,1,3,4,1
5828,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,4,1,1,2,8,4,1
7794,2,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,2,2,1,3,2,1,2,2,3,3,1
10718,2,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2,2,1,2,1,4,1,2,1,8,3,1
14502,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,1,2,1,2,4,1,2,8,4,1
15013,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,2,1,2,1,2,1,1,3,7,3,1
5087,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,10,2,3,2,1,2,1,1,2,99,1,2
18290,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,3,2,1,3,1,1,3,5,3,1
1455,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5,1,2,2,1,4,1,1,2,5,3,1
4306,2,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,8,1,2,2,5,2,4,99,2,4,1,1
8228,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12,3,4,1,3,2,1,2,2,1,4,1
1713,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2,2,1,2,1,3,1,1,1,4,2,1
1258,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,3,4,1,1,1,4,1
3963,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2,1,1,1,3,2,1,1,2,7,2,1
10342,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,4,1,1,2,99,3,1
10638,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,4,99,5,4,4,2,1,5,4,1
14478,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,9,3,2,2,1,2,1,1,2,4,4,1
10046,2,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,10,1,2,2,1,4,1,2,2,3,1,1
17338,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,4,1,2,2,6,3,2
881,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,4,1,3,1,1,2,1,1,4,1
4385,2,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,3,4,1,3,1,1,1,3,1,3,1
17426,1,1.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,1,2,1,1,3,2,4,1,2,4,4,1
17054,2,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,1,2,1,2,1,1,2,8,3,1
5477,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,3,2,1,2,1,1,2,4,2,1
17349,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,1,2,2,1,4,1,2,2,99,3,1
17189,99,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,1,1,3,3,4,1,3,1,4,1
3999,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,3,2,1,3,1,2,2,8,3,1
3144,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,10,1,3,2,1,99,1,2,99,8,1,1
3630,2,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,12,2,2,2,2,3,1,2,3,5,1,1
18800,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,1,2,1,3,1,1,2,8,1,1
7920,3,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,3,3,1,3,1,1,2,2,3,3,1
2835,2,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,12,2,2,2,1,1,1,2,2,2,2,1
6150,3,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,12,2,2,1,3,2,1,2,3,1,1,1
11482,2,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,4,2,1,3,1,1,2,8,3,1
123,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,2,2,1,2,1,2,2,5,3,1
10602,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2,2,2,2,2,1,2,4,4,1,1
10878,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,1,3,2,1,4,1,1,2,8,1,1
6188,2,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2,3,2,1,4,4,1,2,8,4,1
6540,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7,1,2,2,5,3,4,1,2,2,4,1
7198,1,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2,3,2,1,3,1,1,2,5,99,4,1
13814,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1,1,2,2,1,2,1,1,1,5,3,1
12198,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,1,3,2,1,4,1,2,1,6,4,1
7447,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1,1,2,2,4,2,1,2,1,4,3,1
13718,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,3,2,1,2,1,1,1,5,3,1
6473,2,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1,2,3,2,1,4,4,1,4,6,3,1
17051,2,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,10,1,2,1,3,2,1,2,2,8,3,1
13703,2,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2,1,2,1,3,2,1,2,4,3,4,1
14121,3,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,10,1,2,2,1,3,1,2,2,5,3,2
17498,1,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,3,3,2,1,3,1,1,2,1,3,1
13469,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,10,2,4,2,1,2,1,1,2,5,3,1
1211,2,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2,2,3,2,1,4,1,2,3,6,2,1
2892,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,1,3,2,1,4,1,1,1,4,3,1
3390,2,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2,3,2,4,2,1,1,2,1,3,1
15784,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1,1,2,1,2,1,1,3,6,4,1
14118,2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,3,2,1,4,1,2,2,8,2,1
16482,2,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,2,1,2,1,4,1,2,2,8,3,1
13517,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2,3,1,2,1,4,1,2,1,99,2,1
18226,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,9,1,3,2,1,1,1,1,1,1,4,1
224,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,4,1,2,99,1,4,1
13574,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,1,4,1,2,2,5,2,1
6345,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,3,2,1,2,3,2,2,1
6783,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,4,1,1,2,6,1,1
15164,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,2,3,1,2,2,5,3,1
5487,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,3,3,2,1,3,1,2,2,2,2,1
1666,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,12,2,1,2,1,1,1,1,2,2,1,1
16134,2,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,2,2,1,4,1,1,3,4,3,1
10757,3,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,12,1,2,2,1,3,1,2,3,99,2,1
4012,3,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,12,2,3,2,1,2,1,1,3,4,2,1
4912,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,1,4,1,1,1,4,1,1
10411,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,99,2,4,4,1,2,2,2,3,1
14202,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,2,1,4,1,1,2,5,3,1
7461,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,4,2,1,2,1,2,3,8,1,1
9711,2,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2,2,3,2,1,4,4,1,2,5,3,1
10233,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,3,4,1,3,2,4,2,1,5,4,1
11054,3,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,1,3,1,2,1,4,1,1,2,5,3,2
2388,3,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2,4,1,3,2,1,1,1,3,4,2
16414,3,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,10,2,3,2,1,2,1,2,1,4,3,1
9141,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2,2,2,3,1,2,2,3,3,1
2284,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1,1,2,1,4,1,1,2,6,1,1
7704,3,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,2,3,1,2,1,1,3,1
9750,2,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,12,3,3,2,1,4,1,1,2,4,1,1
13340,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,4,1,2,2,99,2,1
7051,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,1,4,1,2,2,5,1,1
18781,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,1,2,1,4,1,2,1,4,3,1
3163,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,12,3,4,2,1,2,1,2,2,4,2,2
18511,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1,1,2,2,1,2,1,1,1,8,4,1
11731,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,3,2,2,2,4,1,2,1,1,3,2
17293,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,1,2,1,4,1,1,2,5,3,2
3007,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,4,2,1,4,1,1,2,4,2,1
17183,2,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,1,1,2,1,2,1,1,1,8,3,1
15171,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7,2,1,2,5,1,4,1,5,4,4,1
9157,3,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,2,2,2,3,1,2,3,2,3,1
17970,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,1,4,1,2,2,7,3,1
18075,3,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,1,1,2,1,2,1,1,1,8,2,2
9345,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,3,2,99,3,1,1,3,6,4,1
11377,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,2,2,1,4,1,2,1,99,2,2
14090,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,4,1,2,1,1,2,1
7833,2,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,2,2,2,2,3,1,2,2,4,3,1
7478,1,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,12,1,2,2,1,2,1,2,2,4,2,1
8303,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,3,1,2,2,5,2,1
10187,1,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,10,1,2,2,1,1,1,2,2,5,3,1
10535,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,2,1,1,3,6,4,1
10083,1,99.0,1.0,1.0,1.0,1.0,1.0,2.0,99.0,99.0,99.0,11,1,4,1,3,1,1,2,99,1,4,1
17885,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,1,2,1,4,1,2,2,5,2,1
14832,1,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,99,1,1,2,1,3,1,2,3,8,1,1
12603,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12,2,3,2,1,2,1,2,2,7,2,1
6802,1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,99,99,4,1,3,2,99,99,2,1,3,2
2333,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,4,1,2,1,4,3,1
9316,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,4,1,1,2,6,3,1
17855,1,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2,3,1,3,1,1,2,3,2,3,1
1187,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,2,2,2,3,1,2,2,8,3,1
12247,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,3,2,1,3,1,2,2,1,2,1
4150,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,4,2,1,4,1,1,2,8,3,1
12591,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,2,1,2,1,2,1,1,1,1,4,1
4169,1,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,12,2,4,2,2,4,1,2,1,1,3,1
15884,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3,3,3,2,1,3,1,2,3,5,4,1
9082,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5,2,2,1,3,4,1,1,2,5,4,1
