RESPID,STRATUM,COMTYPE2,SMUSE_FB,SMUSE_YT,SMUSE_X,SMUSE_IG,SMUSE_SC,SMUSE_WA,SMUSE_TT,SMUSE_RD,SMUSE_BSK,SMUSE_TH,SMUSE_TS,RELIG,EDUCCAT,PARTY,HISP,RACECMB,RACETHN,AGECAT,BIRTHPLACE,GENDER,ADULTS,INC_SDT1,CREGION,METRO,BASEWT,WEIGHT
9219,10,1,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2,2,1,2,3,5,3,4,2,2,5,3,1,1.604400946201048,1.0905381547243396
13334,10,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,1,3,1,2,1,99,3,1,0.401100236550262,0.2717487819246054
15492,10,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,12,3,3,2,1,1,3,1,1,1,5,4,1,0.401100236550262,0.609798085851971
9585,10,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,1,3,1,2,1,99,3,1,0.401100236550262,0.2392648871783187
8310,2,2,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,9,2,4,2,1,1,2,1,1,1,4,3,1,0.2886818343575065,0.8811362458812314
7834,10,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,1,1,4,1,2,2,2,3,1,1.604400946201048,0.8873196462373736
4493,10,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7,1,2,2,1,1,4,1,2,5,2,2,1,1.2033007096507862,0.4406608551574043
13430,7,2,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6,3,2,2,1,1,1,1,2,2,2,4,1,0.1774981600916267,0.6210374690138966
13759,10,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,4,1,2,1,99,3,1,0.802200473100524,0.3943807614185459
4299,10,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,2,1,1,3,4,1,2,2,5,4,1,0.802200473100524,0.5634129882480631
9007,10,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,1,4,1,2,3,1,3,1,2.4066014193015723,2.2685306589944343
14260,10,2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,10,2,3,2,1,1,2,4,2,4,8,4,1,2.4066014193015723,1.635639665102837
12972,10,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,2,2,1,1,4,1,1,4,4,4,1,2.4066014193015723,2.4470121875205737
13811,10,2,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1,1,2,2,1,1,3,1,2,3,5,2,1,1.2033007096507862,0.5795791528317903
6322,4,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,3,2,2,2,3,1,2,1,1,1,1,0.8407755587797654,0.843679982756669
15499,10,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,1,4,1,1,2,2,3,1,0.802200473100524,0.6604574257825447
4689,10,3,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5,1,3,2,1,1,2,1,1,2,7,4,1,1.604400946201048,1.8885775067149917
5888,10,2,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,10,1,4,2,1,1,2,1,1,2,6,2,1,0.802200473100524,0.6733266513187294
7196,9,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,1,4,1,1,3,5,3,1,0.6763508941015829,0.6317819145079461
7416,10,1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,12,1,2,1,1,3,1,1,2,3,8,4,1,2.4066014193015723,2.6550399431438594
6348,10,2,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10,2,2,2,1,1,4,1,2,2,4,4,1,1.604400946201048,0.7179064753627962
12183,4,1,99.0,1.0,99.0,1.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,1,3,2,2,2,2,4,1,2,1,1,3,1,0.4203877793898827,0.6548392684311796
14950,10,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,1,4,1,2,2,4,3,1,0.802200473100524,0.6161642993203253
4630,7,3,1.0,1.0,99.0,1.0,99.0,1.0,99.0,99.0,99.0,99.0,99.0,2,3,3,1,1,3,3,4,2,5,6,4,1,0.26624724013744,0.6809427307393504
14970,10,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,99,1,1,3,2,2,99,2,1,1,1,1.604400946201048,2.442208340445074
2563,10,1,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,2,2,3,5,2,99,1,1,8,4,1,0.401100236550262,0.4477703369320277
7782,10,3,1.0,2.0,99.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,1,4,1,2,1,3,2,2,0.802200473100524,0.4425412332598174
2334,10,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,3,4,2,1,1,4,1,1,2,4,2,2,1.604400946201048,1.427306352103914
12739,10,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,3,2,4,4,3,1,1,2,3,2,1,1.604400946201048,1.466398518454079
14172,10,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,12,1,2,2,1,1,3,1,2,1,4,1,1,0.401100236550262,0.252440466258548
16383,10,2,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,12,1,2,2,1,1,2,1,2,2,8,4,1,0.802200473100524,0.7738210426831569
6851,10,2,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,1,2,2,1,1,1,1,1,2,1,2,1,0.802200473100524,0.9322181724205946
7052,10,3,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2,4,2,1,1,2,1,1,2,3,1,2,0.802200473100524,1.8893520771250312
13244,10,3,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,1,2,1,1,3,1,1,2,6,3,1,0.802200473100524,0.5271565779855071
4916,10,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,3,4,1,2,8,4,2,0.802200473100524,0.5892178660061045
2679,10,1,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,3,4,2,1,1,1,1,2,1,1,2,1,0.401100236550262,1.1033760406786155
2769,1,3,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,2,3,2,2,2,3,1,2,1,2,3,1,0.0800821496071728,0.0689407420217793
4098,10,3,1.0,1.0,99.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2,2,3,1,1,3,4,1,2,2,6,1,1,0.802200473100524,0.1235207388999382
16081,10,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,3,1,1,2,8,3,1,1.604400946201048,1.0286215718792382
10171,10,3,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,2,1,2,1,1,3,1,2,1,3,2,1,0.401100236550262,0.2187796072882749
10849,10,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,2,1,1,4,1,1,2,7,4,1,0.802200473100524,0.2861842232734421
5336,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,12,1,1,2,2,2,2,1,2,1,5,3,1,0.2357189377836293,0.5752626253963484
15064,10,2,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,12,1,2,2,1,1,2,4,2,2,8,2,1,1.604400946201048,0.9728398067632376
9442,10,3,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1,3,1,2,1,1,3,1,2,2,3,2,2,1.604400946201048,1.0073214657293406
14087,4,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,1,1,4,1,1,1,4,3,2,0.8407755587797654,0.7777273586080172
8996,10,2,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,11,3,2,2,1,1,4,1,1,3,4,3,1,2.4066014193015723,1.6785882116699569
8142,7,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,3,1,4,3,4,1,2,2,4,4,1,0.3549963201832534,0.1707105728800931
2644,10,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1,1,2,2,2,2,3,1,2,2,99,3,1,0.802200473100524,0.7102142689889475
16033,9,2,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,99,99,4,1,1,1,1,2,1,0.2254502980338609,0.0689407420217793
16854,10,2,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,2,2,1,1,2,1,1,1,2,4,1,0.401100236550262,0.4299296060560519
6940,10,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,4,2,1,1,3,1,2,2,6,3,2,0.802200473100524,0.4328842449671183
17075,2,1,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1,3,1,2,1,1,4,1,2,2,3,3,2,0.577363668715013,0.5161604066685923
13457,2,1,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,1,1,3,4,1,1,5,3,1,0.577363668715013,0.8193297294504631
6223,10,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,2,2,1,1,2,1,1,2,8,1,1,1.604400946201048,3.30525854468408
10842,1,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1,3,2,2,4,4,2,1,1,99,2,1,1,0.4804928976430369,3.521327455966105
8350,10,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,1,4,4,1,1,3,4,1,0.401100236550262,0.1387430897371365
12075,7,1,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1,1,2,2,2,3,4,1,4,2,3,1,0.5324944802748801,0.9802575648602548
396,10,3,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1,3,1,2,1,1,3,1,1,2,1,4,1,1.604400946201048,2.362117591132556
14952,10,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,2,3,2,2,2,3,1,2,2,6,2,1,1.604400946201048,1.93568034038118
5476,6,1,1.0,1.0,2.0,1.0,1.0,99.0,1.0,1.0,1.0,2.0,2.0,1,1,1,2,4,4,3,1,2,1,1,1,1,0.391565420857087,0.1311072609638517
13694,10,3,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,1,2,1,1,2,2,3,1,0.802200473100524,2.5100352994465043
5062,10,2,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,7,1,2,2,1,1,4,1,2,2,7,1,1,0.802200473100524,0.365449410979772
16176,1,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,1,1,4,1,2,99,1,3,1,0.1601642992143456,0.0689407420217793
10699,10,3,,,,,,,,,,,,1,3,1,2,1,1,4,1,2,2,1,2,1,1.604400946201048,1.318279982776447
13401,10,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,3,2,1,1,1,1,2,2,8,3,1,1.604400946201048,2.2616094839869296
1210,10,2,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,1,2,1,1,2,5,3,1,1.604400946201048,2.682517652713633
9392,7,2,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7,1,1,2,3,5,4,4,1,1,1,3,1,0.0887490800458133,0.0689407420217793
3002,10,2,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,1,2,1,1,4,1,2,1,6,1,1,0.802200473100524,0.6104259836999797
4447,10,3,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,2,2,4,1,1,2,8,3,1,1.604400946201048,0.5740449397613943
9579,10,1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,1,2,2,2,2,1,2,1,1,1,1,0.802200473100524,1.1176267834958538
711,6,1,1.0,1.0,99.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,1,2,1,1,3,3,4,2,2,5,3,1,1.566261683428348,1.1601970639062746
2328,10,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,2,3,2,1,1,4,1,2,1,5,1,1,0.802200473100524,0.3661930092683637
11626,10,3,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1,2,3,2,1,1,3,1,2,1,1,3,2,0.401100236550262,0.202409604010928
9800,9,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,9,2,1,2,1,1,4,1,2,1,7,1,1,0.4509005960677219,0.2461902362276081
5414,10,1,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4,1,1,2,1,1,3,1,1,3,8,1,1,1.2033007096507862,1.1681549149868855
5554,1,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,8,2,2,2,5,4,4,4,1,3,4,1,1,0.2402464488215184,0.3594848114666163
15740,10,2,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,2,2,2,2,4,1,2,2,7,3,2,0.802200473100524,0.5490237390731465
6028,9,3,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,1,4,1,1,4,5,3,1,1.3527017882031658,1.478636347772217
1890,10,3,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,1,1,4,1,2,2,4,3,1,1.604400946201048,0.7630699387453158
17399,10,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,1,2,1,1,4,1,1,2,4,4,2,1.604400946201048,0.8945484800481772
3803,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1,3,2,2,2,4,1,1,1,1,3,1,0.1601642992143456,0.0689407420217793
15896,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2,2,2,2,4,1,2,1,1,2,1,0.1601642992143456,0.1262018165385699
3063,10,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2,1,1,2,1,1,2,1,1,2,7,3,1,0.802200473100524,0.6688207647739419
4696,9,3,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,9,2,4,2,1,1,1,1,2,2,4,3,1,0.4509005960677219,0.6458097360909109
391,10,2,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,11,1,3,2,1,1,3,1,2,3,2,4,1,2.4066014193015723,2.8767083582080164
4586,2,1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1,2,2,2,2,2,3,1,2,1,99,3,1,0.2886818343575065,0.2185206952022672
14407,10,3,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,2,2,1,1,3,1,2,4,6,1,1,2.4066014193015723,1.386184877092408
107,10,3,,,,,,,,,,,,2,3,2,2,1,1,3,1,1,2,1,2,1,1.604400946201048,3.3748638183232305
8550,10,3,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,3,2,1,1,3,1,2,2,3,2,1,1.604400946201048,0.9313060359762616
16564,9,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,2,2,1,1,4,1,2,1,1,2,1,0.4509005960677219,0.504579631967893
7908,10,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2,2,2,2,4,1,1,1,1,3,2,0.802200473100524,0.6374714469073522
3315,10,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,1,3,1,1,3,3,4,1,2,8,2,1,1.604400946201048,1.4700293498129766
17987,5,2,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,3,1,2,1,1,1,1,1,2,4,4,1,0.624820777113219,3.92169087119698
6360,10,3,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,11,3,1,1,99,3,3,1,1,1,4,2,1,0.401100236550262,0.513389637700358
6484,7,1,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,12,3,3,1,1,3,2,4,2,3,1,3,1,0.26624724013744,0.8044005678781124
18414,10,2,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,1,2,1,1,4,1,1,2,6,3,1,0.802200473100524,0.2670737930672933
12609,9,1,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,12,3,4,2,1,1,2,1,2,1,1,1,1,0.4509005960677219,1.0644232964465703
13144,10,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2,1,3,2,1,1,2,1,1,2,7,1,1,0.802200473100524,0.6183538760015976
11760,10,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,99,1,2,2,1,1,2,1,1,2,8,1,1,1.604400946201048,1.616453346950294
17830,10,3,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,11,2,1,2,1,1,4,1,2,1,2,4,2,0.802200473100524,0.4409165015022243
13804,10,2,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,1,2,1,1,1,1,2,2,1,2,2,0.802200473100524,2.007338201587701
4363,10,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,3,2,1,1,4,1,2,2,6,3,1,0.802200473100524,0.6161642993203253
4702,10,1,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,12,1,1,2,1,1,2,4,1,1,5,1,1,0.802200473100524,1.6654750643879284
743,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,10,2,2,2,1,1,1,1,1,2,5,2,1,1.604400946201048,5.454124253915292
18531,10,2,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1,3,3,1,99,3,4,1,2,3,1,2,1,1.2033007096507862,1.3577496076482245
16393,6,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,1,1,4,1,1,2,4,1,1,1.566261683428348,0.9375568591763777
12594,10,3,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,3,1,2,1,1,3,1,2,2,5,3,1,1.604400946201048,2.185430753017235
9648,10,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,1,3,1,1,1,4,3,1,0.802200473100524,0.4609543444232998
1522,10,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,2,2,4,1,1,4,4,1,1,2.4066014193015723,1.46435423957655
5328,10,2,99.0,1.0,99.0,1.0,99.0,1.0,99.0,99.0,99.0,99.0,99.0,2,1,3,2,1,1,4,1,1,2,8,2,1,1.604400946201048,0.38793420096868
2528,10,2,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2,1,1,2,1,1,2,1,2,3,8,2,1,1.2033007096507862,0.8440966734738344
10454,10,2,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,12,1,4,2,1,1,4,1,2,2,4,3,1,1.604400946201048,0.6657229760402087
12606,10,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,1,1,1,3,99,1,1,99,3,4,1,0.802200473100524,0.3166907561368934
11032,10,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2,2,1,1,3,1,2,2,1,2,1,1.604400946201048,0.9313060359762616
12575,10,3,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,11,2,4,2,1,1,2,1,2,1,1,4,2,0.401100236550262,0.1802169253585791
7957,10,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,3,2,1,1,4,1,2,1,2,1,1,0.401100236550262,0.4225586439134327
12483,10,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,2,2,1,1,4,1,2,1,3,3,1,0.802200473100524,0.5382114749324376
10523,10,2,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,10,2,4,2,1,1,2,1,2,2,1,4,1,1.604400946201048,2.2384396557096107
10374,1,1,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,12,2,2,2,4,4,1,1,2,1,1,3,1,0.0800821496071728,0.197275657049504
18760,10,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11,1,2,2,1,1,4,1,2,1,5,1,1,0.401100236550262,0.1955704975357741
10856,1,3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1,3,1,2,1,1,1,1,2,2,4,3,2,0.1601642992143456,0.279260946602493
6705,10,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,6,1,4,2,3,5,2,4,1,2,8,1,1,0.802200473100524,1.3014692232151923
8598,2,2,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,3,2,2,2,2,1,2,1,1,3,1,0.577363668715013,1.23991379056677
9843,10,3,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,4,2,1,1,2,1,2,2,6,2,1,1.604400946201048,1.0162336452129503
18303,8,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,10,1,3,2,1,1,2,1,1,2,8,3,1,0.3849644251589357,0.385204619147918
1776,10,1,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,11,2,2,1,1,3,1,1,2,3,4,4,1,1.2033007096507862,1.4962340790187143
15179,10,99,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,1,2,1,1,4,1,2,1,2,2,1,0.802200473100524,0.6719857834341115
1605,10,2,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,10,1,4,2,1,1,3,1,1,2,8,4,1,1.604400946201048,1.3696440391552498
18512,10,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9,1,3,2,1,1,2,1,1,2,5,3,1,0.802200473100524,0.7748556833167196
17892,7,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,12,2,4,2,1,1,1,1,2,4,1,3,1,0.26624724013744,0.7805927717171462
4751,10,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12,1,2,2,1,1,1,1,3,3,4,2,1,2.4066014193015723,3.064093083857795
5892,10,1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2,3,2,1,4,3,3,1,2,2,4,2,1,1.604400946201048,0.969620142518822
18518,7,2,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,10,3,2,2,1,1,3,1,1,1,1,4,1,0.1774981600916267,0.7111490220017068
110,5,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,9,3,1,2,1,1,2,4,1,2,1,1,1,0.624820777113219,1.5559135103860056
1025,7,3,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,12,3,3,1,99,3,1,3,2,2,1,4,1,0.1774981600916267,1.01129617212758
4746,10,2,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,12,1,2,2,3,5,2,4,1,2,8,3,1,0.802200473100524,0.6085531736307824
9336,8,1,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,2,1,1,1,1,3,3,4,1,1,3,3,1,0.3849644251589357,0.3530522786325879
2075,10,3,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11,3,4,2,5,4,3,1,2,2,1,4,2,1.604400946201048,2.6304998214194577
17383,1,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2,2,2,2,4,1,1,3,5,2,1,0.4804928976430369,0.2595736832746764
15812,4,2,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,2,2,1,1,2,1,2,2,8,2,1,1.6815511175595308,1.2819156720960208
18134,10,1,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,12,2,4,2,3,5,2,4,2,1,2,4,1,0.401100236550262,0.3454969366604256
11298,10,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,2,1,2,1,1,4,1,1,1,3,2,1,0.401100236550262,0.1672401211338497
886,8,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,11,2,1,2,1,1,2,1,2,4,4,4,1,0.5774466377384035,0.4707414439523156
13369,10,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,3,2,2,1,1,4,1,1,3,4,2,1,2.4066014193015723,2.9715403806014407
6087,10,2,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1,2,1,1,2,1,2,3,5,2,1,2.4066014193015723,2.6844962392458616
557,10,2,1.0,1.0,1.0,1.0,2.0,2.0,1.0,99.0,2.0,99.0,99.0,2,2,1,2,1,1,4,1,2,1,5,3,1,0.401100236550262,0.2738613968466122
13204,10,3,,,,,,,,,,,,2,3,1,2,1,1,4,1,1,1,1,3,2,0.802200473100524,0.6042957510680999
